id_municipio,id_estacao,estacao,data_fundacao,latitude,longitude,altitude
1508084,A234,Tucuma,2008-07-18,-6.74333333,-51.14194444,320.93
1505064,A235,Novo Repartimento,2008-07-23,-4.243989,-49.939308,100.76
1502103,A236,Cameta,2008-06-20,-2.23972221,-49.49972221,9.92
1504802,A239,Monte Alegre,2012-07-06,-2,-54.07638888,100.53
1504208,A240,Maraba,2009-06-25,-5.36638888,-49.05111111,116.58
1502707,A241,Conceicao Do Araguaia,2008-09-04,-8.30361,-49.28277,175.74
1503606,A246,Mina Do Palito,2010-09-28,-6.31999999,-55.78777777,259.88
1508407,A247,Xinguara,2016-09-11,-7.110518,-49.926072,245
1502301,A248,Capitao Poco,2011-04-18,-1.73472221,-47.0575,79.1
1506807,A250,Santarem,2015-09-02,-2.5025,-54.72027777,137
1502939,A252,Dom Eliseu,2018-03-08,-4.28055554,-47.56388888,251
1500602,A253,Altamira,2018-10-25,-3.27027777,-52.39472221,191
1506138,A254,Redencao,2019-07-11,-8.04333333,-50.00694444,199
1506583,A256,Santa Maria Das Barreiras,2020-12-18,-8.72972221,-49.85638888,165
1100205,A925,Porto Velho,2007-07-11,-8.7936111,-63.84583333,86.7
1100304,A938,Vilhena,2008-08-26,-12.73499999,-60.15777777,583.3
1100049,A939,Cacoal,2008-07-20,-11.445837,-61.434146,183.53
1100023,A940,Ariquemes,2008-07-18,-9.94888888,-62.96194444,128.44
1400100,A135,Boa Vista,2010-08-26,2.81694443,-60.69083333,82.35
1721000,A009,Palmas,2004-12-17,-10.190744,-48.301811,291.87
1716208,A010,Parana,2005-03-04,-12.615,-47.87194443,284.96
1716604,A018,Peixe,2006-12-01,-12.015377,-48.544517,250.87
1709500,A019,Gurupi,2006-12-20,-11.74583333,-49.04972221,279.07
1716505,A020,Pedro Afonso,2007-01-23,-8.968677,-48.177259,189.71
1702109,A021,Araguaina,2007-01-26,-7.10388888,-48.20111111,230.76
1707009,A038,Dianopolis,2008-08-30,-11.59444444,-46.84722221,727.87
1708205,A039,Formoso Do Araguaia,2008-04-27,-11.88749999,-49.60833333,215.2
1712702,A040,Mateiros,2012-10-25,-10.43444444,-45.92194443,791
1703909,A041,Marianopolis Do To,2012-11-24,-9.576389,-49.723333,186.69
1703842,A043,Campos Lindos,2012-10-29,-8.15472222,-46.63944444,426.56
1702208,A044,Araguatins,2009-03-12,-5.6436111,-48.11194444,130.71
1718865,A048,Santa Fe Do Araguaia,2016-07-30,-7.124191,-48.781267,171
1705508,A049,Colinas Do Tocantins,2016-11-11,-8.092708,-48.478605,200
1718758,A050,Rio Sono,2016-08-03,-9.793363,-47.132732,291
1717503,A051,Pium,2016-04-06,-10.47694443,-49.62944443,161
1718907,A052,Santa Rosa Do Tocantins,2015-08-14,-11.42888888,-48.18499999,306
1700400,A053,Almas,2016-04-01,-11.28416666,-47.21222222,503
1702000,A054,Araguacu,2015-08-19,-12.59222221,-49.5286111,231
1711902,A055,Lagoa Da Confusao,2016-11-15,-10.828286,-49.847882,178
3205309,A612,Vitoria,2006-10-31,-20.27083332,-40.30583333,9
3204500,A613,Santa Teresa,2007-08-09,-19.988388,-40.579572,975.92
3203205,A614,Linhares,2006-10-27,-19.35694444,-40.0686111,40
3200300,A615,Alfredo Chaves,2006-11-03,-20.63638888,-40.74194444,14.19
3204906,A616,Sao Mateus,2006-10-25,-18.676198,-39.864051,28.66
3200201,A617,Alegre,2006-10-25,-20.75055555,-41.48888888,138
3204302,A622,Pres. Kennedy,2008-06-18,-21.10083333,-41.03944444,69.12
3203908,A623,Nova Venecia,2008-06-22,-18.69527777,-40.39055555,156.02
3202108,A631,Ecoporanga,2017-03-17,-18.29138888,-40.73638888,224
3203353,A632,Marilandia,2017-03-22,-19.407181,-40.539825,95
3205069,A633,Venda Nova Do Imigrante,2017-02-10,-20.38555555,-41.18999999,722
3205200,A634,Vila Velha,2017-02-15,-20.46694443,-40.40388888,25
3200102,A657,Afonso Claudio,2011-09-24,-20.10416666,-41.10694444,507.48
3105608,A502,Barbacena,2002-12-05,-21.22833332,-43.76777777,1168.76
3104007,A505,Araxa,2002-12-19,-19.605696,-46.949617,1018.32
3143302,A506,Montes Claros,2002-12-19,-16.68638888,-43.84388888,645.87
3170206,A507,Uberlandia,2002-12-18,-18.91694443,-48.25555555,874.77
3101706,A508,Almenara,2002-12-15,-16.166773,-40.687756,189.11
3110509,A509,Monte Verde,2004-12-19,-22.86166666,-46.04333333,1544.89
3171303,A510,Vicosa,2005-09-15,-20.762607,-42.864013,697.64
3168705,A511,Timoteo,2006-02-22,-19.57388888,-42.62249999,493.42
3134202,A512,Ituiutaba,2006-05-12,-18.95277777,-49.52499999,540.08
3145901,A513,Ouro Branco,2006-07-28,-20.55666666,-43.75611111,1048.2
3162500,A514,Sao Joao Del Rei,2006-06-09,-21.106502,-44.250928,929.88
3170701,A515,Varginha,2006-07-13,-21.56638888,-45.40416666,949.78
3147907,A516,Passos,2006-07-16,-20.745237,-46.633916,781.7
3143906,A517,Muriae,2006-08-30,-21.104867,-42.375904,282.79
3136702,A518,Juiz De Fora,2007-05-26,-21.769965,-43.364329,936.88
3111101,A519,Campina Verde,2006-07-15,-19.53921,-49.518133,559.07
3117306,A520,Conceicao Das Alagoas,2006-07-18,-19.98586,-48.151574,572.54
3106200,A521,Pampulha,2006-10-10,-19.883945,-43.969397,854.02
3166709,A522,Serra Dos Aimores,2006-08-21,-17.79888888,-40.25,211.97
3148103,A523,Patrocinio,2006-08-22,-18.996684,-46.985935,978.11
3126109,A524,Formiga,2006-08-17,-20.455,-45.45388888,878.14
3156908,A525,Sacramento,2006-08-19,-19.87527777,-47.43416666,913.12
3142700,A526,Montalvania,2007-06-26,-14.40833333,-44.40416666,519.52
3168606,A527,Teofilo Otoni,2006-08-25,-17.89284,-41.515423,467.17
3161700,A528,Tres Marias,2006-08-25,-18.200855,-45.459836,931.01
3147600,A529,Passa Quatro,2007-05-30,-22.395799,-44.961909,1017.1
3110301,A530,Caldas,2006-11-28,-21.918066,-46.382996,1077.34
3139904,A531,Maria Da Fe,2006-12-01,-22.314567,-45.373049,1281.43
3127701,A532,Governador Valadares,2007-05-27,-18.830354,-41.977007,198.24
3128006,A533,Guanhaes,2007-06-02,-18.78694444,-42.94305555,852.68
3101102,A534,Aimores,2007-08-05,-19.53277777,-41.09083333,287.74
3126000,A535,Florestal,2008-06-27,-19.885398,-44.416883,753.5
3123205,A536,Dores Do Indaia,2007-06-01,-19.481935,-45.593932,721.09
3121605,A537,Diamantina,2007-06-05,-18.231052,-43.648269,1359.25
3120904,A538,Curvelo,2006-12-18,-18.747711,-44.453785,669.48
3135050,A539,Mocambinho,2007-11-11,-15.085958,-44.016036,454
3139607,A540,Mantena,2007-08-01,-18.78062,-40.986505,254.91
3112307,A541,Capelinha,2007-08-31,-17.70555555,-42.38916666,932.06
3170404,A542,Unai,2007-06-16,-16.55416666,-46.88194443,640.85
3124302,A543,Espinosa,2007-11-14,-14.91222222,-42.80861111,565.36
3109303,A544,Buritis,2007-06-19,-15.52416666,-46.43555555,894
3151206,A545,Pirapora,2007-07-04,-17.258064,-44.835556,505.32
3128600,A546,Guarda-Mor,2007-07-11,-17.56138888,-47.19916666,997.01
3164209,A547,Sao Romao,2007-06-30,-16.362747,-45.123801,490.29
3116159,A548,Chapada Gaucha,2007-06-22,-15.30027777,-45.61749999,873.2
3101003,A549,Aguas Vermelhas,2007-09-09,-15.751536,-41.457787,754.07
3133303,A550,Itaobim,2007-09-05,-16.575667,-41.485588,271.63
3155603,A551,Rio Pardo De Minas,2007-11-17,-15.72305554,-42.43583333,850.06
3157005,A552,Salinas,2007-09-14,-16.16027777,-42.31027777,487.14
3136306,A553,Joao Pinheiro,2007-07-07,-17.784477,-46.119394,877.05
3113404,A554,Caratinga,2007-05-24,-19.735757,-42.137146,609.25
3106200,A555,Ibirite (Rola Moca),2008-06-06,-20.031457,-44.011249,1198.82
3139409,A556,Manhuacu,2010-09-25,-20.26333333,-42.18277777,819.47
3127388,A557,Coronel Pacheco,2012-10-17,-21.546728,-43.261029,411.14
3117836,A559,Januaria,2016-06-23,-15.448089,-44.366313,468
3164704,A561,Sao Sebastiao Do Paraiso,2015-08-17,-20.91,-47.11416666,845
3148004,A562,Patos De Minas,2017-05-12,-18.52055554,-46.44055555,950
3145059,A563,Janauba,2016-11-19,-15.80277777,-43.29694444,532
3122306,A564,Divinopolis,2017-10-26,-20.17333332,-44.87499999,796
3105103,A565,Bambui,2016-11-23,-20.0311111,-46.00888888,697
3103405,A566,Aracuai,2017-05-19,-16.84888888,-42.03527777,308
3139003,A567,Machado,2017-07-21,-21.680722,-45.944389,969
3170107,A568,Uberaba,2017-05-19,-19.71,-47.96194444,778
3167202,A569,Sete Lagoas,2016-06-10,-19.45527777,-44.17333332,719
3145604,A570,Oliveira,2017-10-19,-20.715,-44.86444444,1025
3147006,A571,Paracatu,2018-03-16,-17.24444444,-46.88166666,705
3106200,F501,Belo Horizonte - Cercadinho,2013-12-27,-19.97999999,-43.95861111,1199.55
3305554,A601,Seropedica-Ecologia Agricola,2000-05-24,-22.75777777,-43.68472221,35
3304557,A602,Rio De Janeiro-Marambaia,2002-11-08,-23.05027777,-43.59555555,12
3301702,A603,Duque De Caxias - Xerem,2002-10-21,-22.58972221,-43.28222221,22
3300902,A604,Cambuci,2002-11-20,-21.58749999,-41.95833333,46
3300258,A606,Arraial Do Cabo,2006-09-22,-22.97527777,-42.02138888,5
3301009,A607,Campos Dos Goytacazes,2006-09-25,-21.71472222,-41.34388888,17
3302403,A608,Macae,2006-09-22,-22.3761111,-41.81194444,28
3304201,A609,Resende,2006-09-29,-22.45138888,-44.44499999,438.83
3303906,A610,Pico Do Couto,2006-10-22,-22.46472222,-43.29138888,1777
3306107,A611,Valenca,2006-09-27,-22.35805555,-43.69555555,370
3305802,A618,Teresopolis-Parque Nacional,2006-11-01,-22.4486111,-42.98694444,981
3303807,A619,Parati,2006-11-19,-23.2236111,-44.72694443,3
3301009,A620,Campos Dos Goytacazes - Sao Tome,2008-06-13,-22.04166666,-41.05166666,7
3304557,A621,Rio De Janeiro - Vila Militar,2007-04-13,-22.86138888,-43.41138888,30.43
3303401,A624,Nova Friburgo - Salinas,2010-09-18,-22.33472221,-42.67694443,1070
3306008,A625,Tres Rios,2016-06-08,-22.09833333,-43.20833333,295
3304409,A626,Rio Claro,2016-06-03,-22.653579,-44.040916,516
3303302,A627,Niteroi,2018-07-13,-22.867389,-43.102056,6
3300100,A628,Angra Dos Reis,2017-08-25,-22.97555554,-44.30333333,6
3301207,A629,Carmo,2018-10-11,-21.938745,-42.600936,293
3304607,A630,Santa Maria Madalena,2018-10-16,-21.95055555,-42.01027777,517
3304201,A635,Itatiaia,2017-09-01,-22.37388888,-44.70305555,2450
3304557,A636,Rio De Janeiro - Jacarepagua,2017-08-10,-22.939883,-43.402897,20
3304557,A652,Rio De Janeiro - Forte De Copacabana,2007-05-18,-22.98833333,-43.19055555,25.59
3305604,A659,Silva Jardim,2015-08-28,-22.64583333,-42.41555555,19
3305505,A667,Saquarema - Sampaio Correia,2015-09-02,-22.8711111,-42.60888888,26
3550308,A701,Sao Paulo - Mirante,2006-07-25,-23.496294,-46.620088,785.64
3506003,A705,Bauru,2001-08-30,-22.358052,-49.028877,636.17
3509700,A706,Campos Do Jordao,2002-03-13,-22.75027777,-45.60388888,1662.95
3541406,A707,Presidente Prudente,2003-02-04,-22.119867,-51.408637,431.92
3516200,A708,Franca,2002-12-12,-20.58444444,-47.38249999,1002.74
3548906,A711,Sao Carlos,2006-09-04,-21.980353,-47.883927,859.29
3520301,A712,Iguape,2006-07-20,-24.67166666,-47.54583333,2.7
3521002,A713,Sorocaba,2006-08-22,-23.4261111,-47.58555555,609.33
3522406,A714,Itapeva,2006-07-25,-23.98194443,-48.88583333,743.33
3550209,A715,Sao Miguel Arcanjo,2006-08-15,-23.85194444,-48.16472222,675.68
3534708,A716,Ourinhos,2006-08-29,-22.94888888,-49.89444444,443.49
3542206,A718,Rancharia,2006-09-01,-22.37277777,-50.97472221,398.75
3504503,A725,Avare,2006-09-22,-23.10166666,-48.9411111,776.36
3538709,A726,Piracicaba,2006-09-26,-22.70305555,-47.62333332,566.46
3527108,A727,Lins,2006-09-20,-21.66611111,-49.73472221,460.65
3554102,A728,Taubate,2006-12-20,-23.04166666,-45.52083332,582.26
3557105,A729,Votuporanga,2006-12-04,-20.40333333,-49.96611111,510.37
3524808,A733,Jales,2007-08-22,-20.165,-50.59499999,460.44
3506201,A734,Valparaiso,2007-08-30,-21.31916666,-50.93027777,381.9
3525706,A735,Jose Bonifacio,2007-09-03,-21.08555555,-49.92027777,408.35
3503703,A736,Ariranha,2007-11-13,-21.13305554,-48.84055555,525.44
3519600,A737,Ibitinga,2007-11-09,-21.85555555,-48.79972221,496.75
3510807,A738,Casa Branca,2007-06-25,-21.78055554,-47.07527777,734.15
3522604,A739,Itapira,2007-11-05,-22.415,-46.80527777,634.89
3550001,A740,Sao Luis Do Paraitinga,2007-11-01,-23.22833332,-45.41694443,862.3
3505302,A741,Barra Bonita,2008-04-24,-22.4711111,-48.5575,533.68
3507605,A744,Braganca Paulista,2017-12-20,-22.951944,-46.530556,891
3505401,A746,Barra Do Turvo,2008-07-03,-24.96277777,-48.41638888,659.89
3540903,A747,Pradopolis,2008-04-22,-21.33833333,-48.11388888,540.41
3505500,A748,Barretos,2010-06-19,-20.55916666,-48.54499999,534.36
3524105,A753,Ituverava,2008-07-17,-20.35972222,-47.77527777,610.58
3505708,A755,Barueri,2011-03-29,-23.52388888,-46.86944443,776.5
3514403,A762,Dracena,2016-11-03,-21.45777777,-51.55222222,720
3529005,A763,Marilia,2017-05-15,-22.235222,-49.965111,660
3506102,A764,Bebedouro,2016-10-27,-20.94916666,-48.48999999,790
3506359,A765,Bertioga,2017-02-01,-23.84472221,-46.14333333,5
3542602,A766,Registro,2017-02-09,-24.53305554,-47.86416666,35
3550704,A767,Sao Sebastiao,2017-10-25,-23.81083333,-45.4025,24
3555000,A768,Tupa,2017-05-12,-21.927251,-50.490251,498
3508603,A769,Cachoeira Paulista,2017-10-20,-22.68888888,-45.00555555,586
3550902,A770,Sao Simao,2019-07-03,-21.46111111,-47.57944443,620
3550308,A771,Sao Paulo - Interlagos,2018-03-14,-23.724501,-46.677501,771
4106902,A807,Curitiba,2003-01-28,-25.4486111,-49.23055554,922.91
4111407,A818,Ivai,2006-07-11,-25.01083333,-50.85388888,803.58
4104907,A819,Castro,2006-07-09,-24.78694444,-49.99916666,993.6
4114609,A820,Mal. Candido Rondon,2006-11-18,-24.53333333,-54.01916666,392.07
4112801,A821,Joaquim Tavora,2006-11-23,-23.505266,-49.946387,512.67
4117271,A822,Nova Tebas,2006-12-21,-24.43722221,-51.96305555,656.24
4110201,A823,Inacio Martins,2006-10-16,-25.567879,-51.077946,1208.85
4109906,A824,Icaraima,2006-11-16,-23.39027777,-53.63583333,381.29
4108601,A825,Goioere,2006-10-19,-24.15833333,-53.03055554,452.34
4115200,A835,Maringa,2006-11-21,-23.40527777,-51.93277777,548.51
4117008,A842,Nova Fatima,2007-02-08,-23.41527777,-50.57777777,664.31
4107207,A843,Dois Vizinhos,2007-03-29,-25.69916666,-53.09527777,545.95
4108304,A846,Foz Do Iguacu,2008-02-15,-25.60194444,-54.48305554,235.09
4107108,A849,Diamante Do Norte,2008-03-06,-22.63944444,-52.89027777,368.22
4118303,A850,Paranapoema,2008-03-04,-22.65833333,-52.13444444,308.7
4119806,A855,Planalto,2007-11-07,-25.72194443,-53.74805555,399.1
4105607,A869,Cidade Gaucha,2008-03-11,-23.359156,-52.931912,365.79
4112306,A871,Japira,2008-02-29,-23.77333332,-50.18055554,692.88
4128534,A872,Ventania,2011-04-15,-24.28027777,-50.21027777,1093.41
4116208,A873,Morretes,2008-03-13,-25.508935,-48.808681,50.31
4125605,A874,Sao Mateus Do Sul,2011-04-17,-25.83555555,-50.36888888,780.21
4108502,A875,General Carneiro,2008-04-30,-26.3986111,-51.35361111,1009.01
4105706,A876,Clevelandia,2008-05-15,-26.41722221,-52.3486111,966.06
4103909,B803,Campina Da Lagoa,2016-08-04,-24.57083332,-52.80027777,598
4113304,B804,Laranjeiras Do Sul,2016-08-07,-25.36888888,-52.39194444,835
4105805,B806,Colombo,2016-06-01,-25.322464,-49.157733,950
4314902,A801,Porto Alegre,2000-09-22,-30.05361111,-51.17472221,41.18
4315602,A802,Rio Grande,2001-11-16,-32.07888888,-52.16777777,4.92
4316907,A803,Santa Maria,2001-11-26,-29.72499999,-53.72055554,103.1
4317103,A804,Santana Do Livramento,2001-11-22,-30.75055555,-55.40138888,196
4317806,A805,Santo Augusto,2001-12-05,-27.854345,-53.791179,489.67
4321501,A808,Torres,2006-06-01,-29.35027777,-49.73333333,8.44
4322400,A809,Uruguaiana,2006-09-28,-29.83987,-57.081899,74.29
4317202,A810,Santa Rosa,2006-11-15,-27.890463,-54.480014,272.84
4304507,A811,Cangucu,2007-01-24,-31.40333333,-52.70083333,446.81
4302808,A812,Cacapava Do Sul,2006-06-22,-30.54527777,-53.46694443,420.82
4315701,A813,Rio Pardo,2006-09-30,-29.87222221,-52.38194443,106.99
4300406,A826,Alegrete,2006-09-28,-29.709083,-55.525486,120.88
4301602,A827,Bage,2007-01-04,-31.34777777,-54.01333333,226.19
4307005,A828,Erechim,2006-11-25,-27.65771,-52.305805,777.08
4318622,A829,Sao Jose Dos Ausentes,2006-10-26,-28.748615,-50.057869,1228.59
4318002,A830,Sao Borja,2007-07-21,-28.65,-56.01638888,81.08
4315305,A831,Quarai,2007-10-17,-30.368578,-56.437115,113.05
4318309,A832,Sao Gabriel,2007-07-11,-30.341438,-54.310909,114.89
4317400,A833,Santiago,2009-02-04,-29.191599,-54.885653,390.03
4321600,A834,Tramandai,2008-03-09,-30.01027777,-50.13583333,4.56
4311007,A836,Jaguarao,2007-01-09,-32.53472221,-53.37583332,31.48
4320800,A837,Soledade,2008-03-01,-28.859211,-52.542387,660.44
4303509,A838,Camaqua,2006-12-12,-30.807953,-51.83424,92.3
4314100,A839,Passo Fundo,2006-11-27,-28.226805,-52.403582,680.67
4302105,A840,Bento Goncalves,2006-12-01,-29.164581,-51.534202,623.27
4311304,A844,Lagoa Vermelha,2007-03-02,-28.222381,-51.512845,833.83
4318903,A852,Sao Luiz Gonzaga,2007-07-25,-28.41722221,-54.9625,245.5
4306106,A853,Cruz Alta,2007-05-31,-28.60344,-53.673597,426.69
4308508,A854,Frederico Westphalen,2007-12-14,-27.39555555,-53.42944443,489.42
4313706,A856,Palmeira Das Missoes,2008-02-26,-27.92027777,-53.31805554,614.11
4321352,A878,Mostardas,2008-03-11,-31.24833333,-50.90638888,3.82
4304408,A879,Canela,2008-08-23,-29.36888888,-50.82722221,830.93
4322509,A880,Vacaria,2008-04-26,-28.513602,-50.882738,969.89
4306601,A881,Dom Pedrito,2010-04-23,-31.0025,-54.61805554,150
4321451,A882,Teutonia,2012-10-04,-29.45027777,-51.82416666,80.41
4310009,A883,Ibiruba,2012-12-13,-28.653458,-53.111881,455.27
4303905,A884,Campo Bom,2013-11-29,-29.674293,-51.064042,23.35
4322202,A886,Tupancireta,2016-08-11,-29.0893814,-53.82665025,462
4304663,A887,Capao Do Leao (Pelotas),2019-07-18,-31.8025,-52.40722222,13
4319802,A889,Sao Vicente Do Sul,2016-04-06,-29.70222222,-54.69444444,134
4306908,A893,Encruzilhada Do Sul,2018-03-15,-30.54305555,-52.52472221,427.75
4320404,A894,Serafina Correa,2016-04-01,-28.704806,-51.870751,545
4303608,A897,Cambara Do Sul,2016-11-24,-29.049125,-50.149636,1017
4317301,A899,Santa Vitoria Do Palmar - Barra Do Chui,2008-03-08,-33.742297,-53.372218,7.41
4216602,A806,Florianopolis,2003-01-22,-27.60253,-48.620096,4.87
4219002,A814,Urussanga,2008-05-29,-28.53249999,-49.31527777,40.56
4216503,A815,Sao Joaquim,2008-04-12,-28.27564,-49.934617,1400.06
4211652,A816,Novo Horizonte,2008-09-20,-26.40638888,-52.85027777,943.57
4207502,A817,Indaial,2006-07-02,-26.913704,-49.267978,72.24
4209003,A841,Joacaba,2007-09-20,-27.16916666,-51.55888888,767.63
4202503,A845,Bom Jardim Da Serra - Morro Da Igreja,2007-06-17,-28.126992,-49.47961,1790.38
4205001,A848,Dionisio Cerqueira,2008-05-31,-26.286562,-53.633114,807.54
4208450,A851,Itapoa,2007-06-06,-26.08138888,-48.64166666,6.18
4217204,A857,Sao Miguel Do Oeste,2008-03-12,-26.7861111,-53.51388888,645
4219507,A858,Xanxere,2008-03-15,-26.938666,-52.39809,878.74
4203006,A859,Cacador,2008-03-19,-26.819156,-50.98552,944.26
4204806,A860,Curitibanos,2008-02-28,-27.288624,-50.604283,978.1
4214508,A861,Rio Do Campo,2008-03-10,-26.93749999,-50.14555555,591.67
4215000,A862,Rio Negrinho,2008-03-22,-26.2486111,-49.57416666,800
4208500,A863,Ituporanga,2008-03-04,-27.41833332,-49.64694444,479.79
4210308,A864,Major Vieira,2009-02-09,-26.3936111,-50.36333333,799.58
4209300,A865,Lages,2014-11-06,-27.80222222,-50.33555555,952.7
4209409,A866,Laguna  - Farol De Santa Marta,2008-06-01,-28.60444444,-48.81333333,34.36
4201406,A867,Ararangua,2008-09-28,-28.931353,-49.49792,2
4208203,A868,Itajai,2010-06-24,-26.95083333,-48.76194444,9.76
4214300,A870,Rancho Queimado,2016-05-31,-27.6786111,-49.04194444,881
4204202,A895,Chapeco,2019-02-19,-27.0853111,-52.6357111,679
4203600,A898,Campos Novos,2019-02-15,-27.3886111,-51.21583333,963
5102504,A941,Caceres,2012-03-30,-16.07472221,-57.69305555,123.53
,A302,Arq.sao Pedro E Sao Paulo,2003-11-02,0.916877,-29.345904,15
,C891,Criosfera,2012-01-09,-84,-79.49416666,1285
5107065,A916,Querencia,2007-07-18,-12.627315,-52.220891,360.59
2919801,A454,Macaubas,2016-04-07,-13.03888888,-42.61722221,574
2110500,S108,Sao Bento,2016-12-01,-2.7,-44.85,
2210508,A362,Sao Pedro Do Piaui,2009-05-20,-5.91111111,-42.7186111,287
1303700,S102,Pef Ipiranga,2016-12-01,-2.93055554,-69.69527777,
1302603,S103,Crmn Manaus,2016-12-01,-3.02249999,-60.05555555,
1304062,S105,Dtcea Tabatinga,2016-12-01,-4.25055555,-69.93499999,
1303809,S115,Pef Yauarete,2016-12-01,0.59944444,-69.19194444,
1300201,S116,Pef Estirao Do Equador,2016-12-01,-4.52999999,-71.61749999,
1304203,S117,Dtcea Tefe,2016-12-01,-3.37722221,-64.72305554,
1303601,S121,Santa Isabel Do Rio Negro,2016-12-01,-0.41444444,-65.01749999,
1502939,S107,Dom Eliseu,2016-12-01,-4.28999999,-47.55,
1508126,S111,Ulianopolis,2016-12-01,-3.8,-47.51,
1503754,S120,Dtcea Jacareacanga,2016-12-01,-6.23722221,-57.77499999,
1100080,S101,Forte Principe,2016-12-01,-12.42999999,-64.41999999,
1100304,S104,Dtcea Vilhena,2016-12-01,-12.75055555,-60.14916666,
1100106,S110,Dtcea Guajara-Mirim,2016-12-01,-10.78999999,-65.33277777,
1400233,S113,Baliza,2016-12-01,0.94777777,-59.74638888,
1400456,S114,Pacaraima,2016-12-01,4.47749999,-61.14916666,
1400159,S122,Eb_pef_bonfim,2016-12-01,3.35888888,-59.82388888,
4118204,A847,Ilha Do Mel,2007-03-23,-25.49444444,-48.32583332,1
2203701,A338,Esperantina,2007-12-03,-3.90083333,-42.23694444,65
